ID_REF	#Dormancy_Neighbors	#Germination_Neighbors	#UniqueNeighbors	1-Neighborhood
AT3G08010	[17]	[14]	31	AT1G15100,AT1G78390,AT2G32460,AT2G40220,AT5G37260,AT2G26040,AT2G43790,AT2G04240,AT3G24220,AT5G06100,AT5G52570,AT5G53160,AT4G36930,AT2G27300,AT3G11540,AT4G01026,AT1G16540/AT3G05120,AT3G51920,AT1G13740,AT5G57050,AT2G21660,AT3G59220,AT4G25420,AT1G54160,AT5G25900,AT2G23460,AT2G26300,AT1G48630,AT5G05700,AT5G44200
AT3G08020	[20]	None	20	AT1G01360,AT1G14920,AT5G17490,AT3G24650,AT1G15100,AT2G20180,AT5G20960,AT5G66880,AT5G05440,AT3G20770,AT5G37260,AT2G26040,AT5G06100,AT2G40330,AT4G18620,AT2G46830,AT5G52570,AT5G45830,AT3G50500,AT3G04870
AT3G08510	[19]	None	19	AT1G66350,AT4G11110,AT2G33610,AT2G01830,AT1G15100,AT2G20180,AT2G04240,AT4G26070,AT5G20960,AT5G66880,AT5G57390,AT5G37260,AT2G40330,AT2G01570,AT2G40220,AT2G44950,AT5G45830,AT3G04870,AT2G27300
AT3G08610	[17]	None	17	AT1G01360,AT1G15100,AT3G20770,AT5G06100,AT1G01060,AT2G40330,AT5G35750,AT4G33950,AT4G11110,AT5G45830,AT5G17490,AT1G48270,AT2G27300,AT3G24650,AT3G11540,AT1G27320,AT3G03450
AT3G08620	[14]	[14]	28	AT1G01360,AT4G09570,AT5G63320,AT2G26040,AT2G43790,AT1G66350,AT1G31970,AT2G36270,AT3G04870,AT2G27300,AT4G33950,AT5G57390,AT5G67030,AT2G28350/AT3G47620,AT3G54810,AT5G20910,AT5G40280,AT5G57050,AT1G18080,AT5G51810,AT3G59220,AT2G25490,AT1G15550,AT5G02310,AT1G48630,AT1G30040,AT1G10430
AT3G08640	[16]	[12]	28	AT5G37260,AT2G20180,AT3G24220,AT2G40330,AT5G53160,AT2G44950,AT4G18620,AT3G04870,AT3G62090,AT4G36930,AT5G57390,AT3G11540,AT5G67030,AT3G51880,AT1G16540,AT5G05440/AT2G41430,AT1G72770,AT2G38050,AT5G40280,AT5G13530,AT4G18130,AT1G79460,AT1G31930,AT2G26300,AT1G30040,AT2G29090,AT5G44200
AT3G08650	[22]	[10]	32	AT1G14920,AT1G01060,AT2G36270,AT2G01830,AT1G52340,AT2G43790,AT2G04240,AT2G38310,AT5G20960,AT1G31970,AT5G66880,AT5G08620,AT2G26040,AT5G06100,AT4G17870,AT2G46830,AT5G46790,AT2G44950,AT5G45830,AT3G50500,AT1G48270,AT1G27320/AT3G47620,AT3G63010,AT2G38050,AT1G69260,AT5G51810,AT4G18130,AT1G54160,AT2G23460,AT5G51760,AT2G29090
AT3G08780	[17]	[12]	29	AT1G78390,AT4G09570,AT2G43790,AT1G01060,AT4G17870,AT2G44950,AT4G18620,AT5G20960,AT2G36270,AT3G51770,AT3G62090,AT1G48270,AT1G03790,AT2G27300,AT5G17490,AT2G28350,AT3G03450/AT3G63010,AT4G34390,AT1G80340,AT3G59220,AT4G18130,AT1G79460,AT4G25420,AT1G54160,AT1G48630,AT5G20910,AT2G29090,AT5G44200
AT3G08800	[18]	[15]	33	AT1G01360,AT1G78390,AT2G32460,AT2G40220,AT3G20770,AT1G52340,AT4G09570,AT2G40330,AT4G26070,AT4G36930,AT2G33610,AT5G66880,AT5G35750,AT3G11540,AT1G27320,AT5G67030,AT2G28350,AT1G16540/AT2G41430,AT3G05120,AT3G47620,AT1G13740,AT1G80340,AT5G13530,AT2G21660,AT1G79460,AT1G09570,AT1G54160,AT5G25900,AT5G20910,AT1G10430,AT4G34390,AT5G44200
AT3G08820	None	[11]	11	AT3G05120,AT3G54810,AT5G20910,AT2G38050,AT3G51920,AT1G22770,AT1G80340,AT5G03280,AT5G02310,AT2G26300,AT1G30040
AT3G08930	[18]	[11]	29	AT2G32460,AT3G20770,AT5G63320,AT5G05440,AT1G14920,AT2G04240,AT5G53160,AT4G25700,AT1G66350,AT3G50500,AT3G62090,AT2G27300,AT4G33950,AT5G46790,AT5G57390,AT5G66880,AT1G16540,AT3G03450/AT2G38050,AT3G11410,AT1G18080,AT1G55870,AT1G79460,AT4G25420,AT1G31930,AT2G23460,AT5G20910,AT5G13530,AT5G44200
AT3G08943	[13]	[10]	23	AT1G78390,AT5G06100,AT2G40330,AT4G25700,AT2G01570,AT2G46830,AT5G45830,AT5G17490,AT2G33610,AT1G48270,AT5G57390,AT3G11540,AT3G51880/AT3G63010,AT3G51920,AT1G69260,AT1G80340,AT5G48870,AT5G03280,AT5G51810,AT2G25490,AT5G02310,AT4G34390
AT3G08947	[18]	[14]	32	AT1G01360,AT5G08620,AT2G20180,AT1G01060,AT2G40330,AT4G17870,AT4G18620,AT4G26070,AT2G46830,AT3G51770,AT5G60410,AT5G66880,AT3G24650,AT1G27320,AT5G67030,AT5G52570,AT5G46790,AT5G45860/AT3G47620,AT3G54810,AT5G40280,AT5G03280,AT5G13530,AT2G21660,AT1G18080,AT2G31660,AT1G79460,AT4G25420,AT2G30250,AT5G20910,AT4G34390,AT5G44200
AT3G08960	[14]	[10]	24	AT4G09570,AT3G24220,AT2G44950,AT4G26070,AT5G60410,AT3G51770,AT3G50500,AT3G04870,AT1G48270,AT1G03790,AT5G46790,AT1G16540,AT5G05440,AT3G63520/AT3G54810,AT1G80340,AT5G03280,AT3G59220,AT4G18130,AT4G25420,AT1G15550,AT2G23460,AT2G26300,AT5G51760
AT3G09040	[16]	None	16	AT1G78390,AT1G52340,AT2G04240,AT1G01060,AT3G24220,AT4G17870,AT4G25700,AT4G11110,AT2G46830,AT5G20960,AT5G45830,AT5G57390,AT3G11540,AT1G27320,AT2G28350,AT5G46790
AT3G09090	[22]	[12]	34	AT1G14920,AT1G27320,AT5G17490,AT2G33610,AT2G28350,AT1G16540,AT3G03450,AT2G20180,AT2G04240,AT4G26070,AT5G20960,AT1G31970,AT5G57390,AT3G63520,AT5G37260,AT5G06100,AT5G60410,AT4G33950,AT5G35750,AT5G52570,AT3G04870,AT4G01026/AT2G41430,AT3G54810,AT2G38050,AT3G51920,AT1G69260,AT1G22770,AT5G57050,AT5G03280,AT2G21660,AT3G59220,AT2G25490,AT1G10430
AT3G09100	[14]	None	14	AT1G14920,AT2G43790,AT2G04240,AT4G01026,AT4G25700,AT2G01570,AT5G17490,AT2G27300,AT4G33950,AT5G35750,AT3G11540,AT1G27320,AT5G52570,AT3G03450
AT3G09180	None	[10]	10	AT1G72770,AT3G63010,AT5G48870,AT1G80340,AT2G23460,AT5G57050,AT1G79460,AT1G15550,AT1G31930,AT2G26300
AT3G09230	[21]	[16]	37	AT4G09570,AT1G14920,AT1G27320,AT1G01060,AT2G01830,AT2G28350,AT2G43790,AT2G04240,AT4G25700,AT2G38310,AT5G20960,AT2G32460,AT2G26040,AT2G40330,AT4G17870,AT4G18620,AT3G62090,AT3G11540,AT2G44950,AT5G45830,AT4G01026/AT3G63010,AT2G38050,AT5G40280,AT1G69260,AT1G13740,AT5G25350,AT5G03280,AT3G11410,AT5G57050,AT2G21660,AT3G59220,AT4G25420,AT1G54160,AT1G31930,AT1G48630,AT1G10430
AT3G09320	[14]	None	14	AT1G78390,AT2G40220,AT1G52340,AT5G06100,AT2G40330,AT5G53160,AT2G46830,AT3G04870,AT3G62090,AT4G36930,AT2G01830,AT1G27320,AT2G28350,AT5G46790
AT3G09360	[17]	[11]	28	AT1G15100,AT5G37260,AT1G14920,AT2G43790,AT5G06100,AT5G53160,AT4G17870,AT2G44950,AT5G60410,AT2G36270,AT5G17490,AT4G36930,AT3G24650,AT5G66880,AT5G08620,AT5G46790,AT5G45860/AT3G54810,AT2G38050,AT5G40280,AT1G69260,AT3G11410,AT1G55870,AT3G59220,AT4G18130,AT1G09570,AT5G25900,AT5G05700
AT3G09430	[14]	None	14	AT1G01360,AT3G20770,AT2G40220,AT4G09570,AT3G24220,AT2G40330,AT2G01570,AT5G20960,AT5G45830,AT3G04870,AT2G33610,AT5G57390,AT5G08620,AT5G45860
AT3G09560	[14]	None	14	AT1G01360,AT1G78390,AT3G20770,AT4G09570,AT2G26040,AT5G53160,AT4G11110,AT5G60410,AT1G31970,AT3G50500,AT5G46790,AT3G51880,AT1G16540,AT5G05440
AT3G09670	None	[15]	15	AT5G02310,AT2G38050,AT3G11240,AT1G13740,AT5G57050,AT2G21660,AT1G79460,AT4G25420,AT1G54160,AT2G23460,AT2G26300,AT1G48630,AT1G10430,AT5G13530,AT5G44200
AT3G09720	None	[12]	12	AT2G38050,AT1G69260,AT5G57050,AT5G03280,AT5G13530,AT2G21660,AT3G59220,AT2G31660,AT1G09570,AT5G25900,AT2G25490,AT2G29090
AT3G09735	[13]	None	13	AT1G15100,AT2G32460,AT4G09570,AT5G05440,AT1G14920,AT1G01060,AT4G18620,AT2G36270,AT1G48270,AT1G03790,AT5G35750,AT3G11540,AT3G03450
AT3G09740	[13]	[19]	32	AT1G15100,AT1G52340,AT1G14920,AT2G43790,AT4G25700,AT1G66350,AT3G51770,AT4G36930,AT1G48270,AT1G03790,AT2G01830,AT3G11540,AT5G67030/AT3G05120,AT3G11240,AT5G03280,AT1G55870,AT5G02310,AT1G13740,AT3G11410,AT1G18080,AT1G48630,AT3G63010,AT5G51760,AT4G34390,AT2G41430,AT1G72770,AT5G48870,AT5G25350,AT2G21660,AT2G25490,AT2G30250
AT3G09840	None	[12]	12	AT1G13740,AT5G25350,AT1G18080,AT4G18130,AT1G79460,AT1G09570,AT1G54160,AT1G31930,AT5G02310,AT5G51760,AT2G30250,AT1G10430
AT3G09850	None	[15]	15	AT2G41430,AT3G54810,AT3G63010,AT1G13740,AT3G11410,AT5G13530,AT2G21660,AT1G55870,AT2G31660,AT1G79460,AT5G25900,AT1G15550,AT5G51760,AT2G29090,AT5G44200
AT3G09880	[19]	[15]	34	AT1G14920,AT1G66350,AT5G17490,AT2G33610,AT2G01830,AT2G28350,AT2G20180,AT2G38310,AT5G20960,AT5G57390,AT5G05440,AT2G32460,AT3G20770,AT2G26040,AT5G06100,AT2G40330,AT3G62090,AT5G35750,AT5G45830/AT3G47620,AT3G51920,AT5G25350,AT5G03280,AT1G55870,AT4G18130,AT5G51810,AT1G79460,AT1G54160,AT5G25900,AT1G31930,AT5G02310,AT1G10430,AT5G13530,AT5G44200
AT3G09890	[26]	[19]	45	AT1G01360,AT1G78390,AT5G63320,AT1G01060,AT2G28350,AT1G16540,AT1G15100,AT1G52340,AT2G04240,AT2G38310,AT4G26070,AT5G20960,AT1G03790,AT5G57390,AT5G08620,AT5G05440,AT3G20770,AT3G24220,AT3G62090,AT3G11540,AT2G40220,AT2G44950,AT5G45830,AT4G36930,AT2G27300,AT1G27320/AT2G38050,AT1G79460,AT1G13740,AT1G80340,AT3G11410,AT1G18080,AT1G54160,AT1G48630,AT3G54810,AT3G63010,AT2G26300,AT5G51760,AT4G34390,AT2G41430,AT5G25350,AT1G15550,AT5G51810,AT5G05700,AT5G13530
AT3G09900	[16]	[16]	32	AT2G40220,AT1G14920,AT2G43790,AT5G53160,AT1G66350,AT4G11110,AT4G26070,AT1G31970,AT2G36270,AT5G17490,AT1G48270,AT2G27300,AT2G33610,AT3G24650,AT5G60410,AT1G16540/AT2G41430,AT2G38050,AT1G69260,AT1G22770,AT1G80340,AT5G03280,AT3G11410,AT5G57050,AT4G18130,AT1G09570,AT5G25900,AT5G51810,AT5G51760,AT1G48630,AT1G30040,AT1G10430
AT3G09970	[17]	[10]	27	AT1G78390,AT3G20770,AT2G26040,AT5G06100,AT2G04240,AT1G01060,AT3G24220,AT5G53160,AT2G38310,AT2G46830,AT2G36270,AT3G51770,AT4G36930,AT1G48270,AT2G33610,AT2G01830,AT5G08620/AT3G63010,AT4G16250,AT3G51920,AT1G22770,AT4G25420,AT1G09570,AT1G15550,AT1G48630,AT5G20910,AT2G29090
AT3G09980	[20]	None	20	AT1G78390,AT1G01060,AT4G11110,AT2G01830,AT1G52340,AT2G20180,AT4G26070,AT5G05440,AT5G37260,AT2G26040,AT5G06100,AT3G24220,AT4G17870,AT4G18620,AT5G35750,AT5G52570,AT2G40220,AT3G50500,AT3G04870,AT2G27300
AT3G10050	[14]	[15]	29	AT4G09570,AT2G40220,AT2G26040,AT4G25700,AT4G18620,AT5G60410,AT3G62090,AT2G27300,AT5G66880,AT2G01830,AT4G01026,AT5G67030,AT2G28350,AT3G03450/AT2G41430,AT3G05120,AT3G47620,AT5G02310,AT3G63010,AT3G11240,AT1G69260,AT1G13740,AT3G59220,AT1G09570,AT1G54160,AT2G25490,AT1G15550,AT1G31930,AT2G30250
AT3G10070	[17]	[12]	29	AT1G01360,AT3G20770,AT4G09570,AT1G52340,AT2G26040,AT2G20180,AT4G18620,AT1G31970,AT3G51770,AT5G17490,AT2G33610,AT3G24650,AT5G66880,AT4G01026,AT2G28350,AT3G03450,AT3G63520/AT2G41430,AT3G47620,AT3G54810,AT2G38050,AT5G57050,AT5G51810,AT4G18130,AT2G31660,AT1G79460,AT2G23460,AT2G26300,AT5G13530
AT3G10140	[19]	[11]	30	AT1G01360,AT1G78390,AT4G09570,AT5G63320,AT2G33610,AT2G01830,AT2G28350,AT1G52340,AT1G03790,AT2G32460,AT3G20770,AT2G26040,AT5G06100,AT3G24220,AT2G46830,AT3G62090,AT3G50500,AT2G27300,AT1G27320/AT5G40280,AT1G69260,AT1G80340,AT4G34390,AT5G03280,AT2G21660,AT1G09570,AT2G25490,AT2G26300,AT5G05700,AT2G29090
AT3G10160	[16]	None	16	AT2G32460,AT2G40220,AT2G20180,AT1G01060,AT5G35750,AT4G18620,AT2G36270,AT3G51770,AT3G04870,AT1G48270,AT3G62090,AT5G17490,AT5G57390,AT1G27320,AT3G03450,AT3G63520
AT3G10210	[16]	None	16	AT1G14920,AT2G43790,AT5G06100,AT4G17870,AT4G18620,AT4G11110,AT2G46830,AT5G17490,AT3G04870,AT2G33610,AT5G35750,AT1G27320,AT5G67030,AT1G16540,AT5G46790,AT3G63520
AT3G10220	[17]	[16]	33	AT1G01360,AT4G09570,AT4G25700,AT1G66350,AT2G38310,AT4G26070,AT1G31970,AT2G36270,AT3G62090,AT3G24650,AT4G33950,AT2G01830,AT5G17490,AT1G27320,AT5G57390,AT5G66880,AT5G52570/AT2G41430,AT3G47620,AT1G72770,AT3G63010,AT3G11240,AT4G34390,AT5G40280,AT5G48870,AT5G57050,AT1G18080,AT2G31660,AT1G09570,AT5G25900,AT1G15550,AT1G31930,AT2G29090
AT3G10230	[15]	[15]	30	AT1G01360,AT3G24220,AT1G66350,AT2G44950,AT4G18620,AT2G36270,AT3G50500,AT3G51770,AT2G33610,AT3G62090,AT5G57390,AT5G60410,AT5G66880,AT1G16540,AT4G33950/AT2G38050,AT5G40280,AT5G57050,AT5G03280,AT3G11410,AT2G21660,AT2G31660,AT1G79460,AT1G54160,AT1G15550,AT5G02310,AT5G51760,AT1G48630,AT1G30040,AT2G29090
AT3G10330	[21]	[10]	31	AT1G01360,AT4G09570,AT1G14920,AT2G36270,AT2G33610,AT1G52340,AT5G53160,AT5G57390,AT3G51880,AT5G05440,AT3G63520,AT2G32460,AT3G24220,AT4G18620,AT3G51770,AT3G62090,AT5G35750,AT3G50500,AT3G04870,AT4G36930,AT5G45860/AT3G63010,AT5G48870,AT1G13740,AT1G55870,AT4G18130,AT2G25490,AT1G31930,AT5G02310,AT2G26300,AT1G48630
AT3G10380	[21]	None	21	AT4G09570,AT1G01060,AT1G66350,AT5G17490,AT2G01830,AT2G28350,AT2G43790,AT2G04240,AT5G53160,AT1G31970,AT3G51880,AT5G37260,AT3G24220,AT5G60410,AT2G46830,AT3G62090,AT5G52570,AT4G36930,AT2G27300,AT4G01026,AT5G45860
AT3G10390	[21]	[20]	41	AT1G27320,AT1G66350,AT2G33610,AT2G01830,AT2G28350,AT2G43790,AT2G04240,AT1G03790,AT5G57390,AT3G51880,AT3G20770,AT2G26040,AT3G51770,AT3G62090,AT4G33950,AT5G52570,AT3G50500,AT3G04870,AT1G48270,AT4G36930,AT4G01026/AT2G38050,AT1G69260,AT5G03280,AT1G55870,AT1G31930,AT5G02310,AT5G40280,AT1G80340,AT1G54160,AT1G48630,AT5G20910,AT3G54810,AT2G23460,AT2G26300,AT2G29090,AT2G41430,AT3G51920,AT2G25490,AT5G51810,AT5G05700
AT3G10410	[17]	[14]	31	AT1G01360,AT2G32460,AT2G40220,AT1G52340,AT5G06100,AT2G04240,AT1G66350,AT2G38310,AT5G45830,AT5G60410,AT5G17490,AT5G35750,AT5G08620,AT3G51880,AT1G16540,AT5G05440,AT3G63520/AT3G47620,AT2G38050,AT3G11240,AT5G48870,AT1G22770,AT5G57050,AT5G03280,AT1G18080,AT1G55870,AT2G31660,AT5G25900,AT5G02310,AT2G26300,AT5G13530
AT3G10530	[15]	[12]	27	AT1G15100,AT2G40220,AT5G63320,AT2G01570,AT2G44950,AT4G11110,AT1G31970,AT4G18620,AT3G04870,AT3G24650,AT4G36930,AT2G01830,AT5G66880,AT1G27320,AT5G05440/AT2G41430,AT4G16250,AT1G69260,AT5G25350,AT5G57050,AT2G31660,AT1G79460,AT4G25420,AT5G25900,AT1G31930,AT1G48630,AT1G10430
AT3G10572	[15]	[17]	32	AT5G63320,AT5G06100,AT2G04240,AT2G40330,AT3G24220,AT5G20960,AT1G31970,AT2G36270,AT3G51770,AT2G33610,AT1G48270,AT3G62090,AT5G08620,AT1G16540,AT5G05440/AT2G41430,AT3G47620,AT3G51920,AT5G48870,AT1G22770,AT1G80340,AT2G23460,AT5G03280,AT5G25350,AT1G18080,AT2G21660,AT1G15550,AT1G31930,AT2G30250,AT5G05700,AT2G29090,AT5G44200
AT3G10620	[17]	None	17	AT5G08620,AT3G20770,AT5G37260,AT1G14920,AT5G35750,AT5G53160,AT4G26070,AT2G46830,AT5G20960,AT5G17490,AT3G62090,AT2G33610,AT1G03790,AT3G24650,AT1G27320,AT5G67030,AT3G63520
AT3G10650	[13]	[10]	23	AT1G15100,AT2G32460,AT4G09570,AT5G63320,AT2G20180,AT4G18620,AT5G60410,AT5G45830,AT3G24650,AT4G01026,AT5G67030,AT5G52570,AT3G63520/AT3G63010,AT5G40280,AT1G69260,AT5G57050,AT3G11410,AT3G59220,AT2G31660,AT2G26300,AT1G48630,AT5G20910
AT3G10670	[17]	[18]	35	AT1G52340,AT1G01060,AT4G33950,AT2G01570,AT4G26070,AT2G46830,AT1G31970,AT3G50500,AT3G62090,AT2G27300,AT2G33610,AT5G46790,AT3G11540,AT5G08620,AT5G57390,AT2G28350,AT3G03450/AT2G41430,AT3G54810,AT3G63010,AT5G48870,AT5G03280,AT3G11410,AT1G18080,AT3G59220,AT4G18130,AT4G25420,AT1G54160,AT2G25490,AT5G25900,AT5G02310,AT5G51760,AT1G48630,AT5G05700,AT5G44200
AT3G10690	[14]	None	14	AT1G15100,AT2G32460,AT3G20770,AT2G43790,AT2G04240,AT1G01060,AT2G01570,AT4G18620,AT3G62090,AT1G03790,AT4G36930,AT5G66880,AT1G27320,AT3G51880
AT3G10730	None	[10]	10	AT2G38050,AT3G51920,AT5G48870,AT3G11410,AT4G18130,AT4G25420,AT1G09570,AT5G51810,AT1G10430,AT2G29090
AT3G10760	None	[12]	12	AT3G47620,AT5G20910,AT3G11240,AT1G13740,AT5G03280,AT1G79460,AT4G25420,AT5G25900,AT1G31930,AT5G51810,AT1G30040,AT5G13530
AT3G10770	[15]	[10]	25	AT2G32460,AT4G09570,AT1G52340,AT1G14920,AT2G04240,AT1G01060,AT3G24220,AT4G01026,AT2G01570,AT2G38310,AT2G36270,AT3G04870,AT4G33950,AT1G27320,AT3G63520/AT2G41430,AT3G54810,AT5G40280,AT5G48870,AT3G11410,AT1G79460,AT1G15550,AT1G31930,AT5G20910,AT5G05700
AT3G10810	[17]	[17]	34	AT1G01360,AT1G15100,AT5G37260,AT2G04240,AT4G17870,AT1G66350,AT4G18620,AT3G51770,AT5G17490,AT3G04870,AT1G48270,AT1G03790,AT2G27300,AT3G62090,AT1G27320,AT3G51880,AT3G03450/AT2G41430,AT3G54810,AT3G51920,AT1G69260,AT5G25350,AT5G48870,AT5G03280,AT3G11410,AT5G57050,AT1G18080,AT1G55870,AT3G59220,AT5G25900,AT5G02310,AT1G30040,AT1G10430,AT5G44200
AT3G10850	[13]	None	13	AT1G78390,AT2G40220,AT1G52340,AT5G06100,AT5G53160,AT1G66350,AT2G01570,AT5G45830,AT2G36270,AT3G62090,AT2G01830,AT3G51880,AT1G16540
AT3G10860	None	[16]	16	AT5G48870,AT1G13740,AT1G22770,AT5G03280,AT5G57050,AT1G18080,AT4G18130,AT1G79460,AT5G25900,AT2G25490,AT1G31930,AT5G51810,AT2G26300,AT5G51760,AT5G05700,AT2G29090
AT3G10920	[18]	[22]	40	AT1G01360,AT4G09570,AT5G63320,AT1G52340,AT2G40330,AT5G52570,AT4G11110,AT4G26070,AT5G20960,AT3G04870,AT2G27300,AT3G24650,AT5G57390,AT3G11540,AT3G51880,AT1G16540,AT3G03450,AT5G45860/AT2G38050,AT1G69260,AT5G03280,AT5G02310,AT1G22770,AT1G18080,AT1G54160,AT1G48630,AT5G20910,AT3G47620,AT3G54810,AT2G23460,AT1G72770,AT3G51920,AT5G25350,AT2G21660,AT3G59220,AT2G31660,AT5G25900,AT2G25490,AT1G15550,AT5G05700
AT3G10980	[18]	[14]	32	AT1G78390,AT2G32460,AT1G52340,AT2G26040,AT2G43790,AT2G04240,AT1G66350,AT4G18620,AT5G20960,AT2G36270,AT5G45830,AT1G48270,AT1G03790,AT5G35750,AT3G11540,AT5G57390,AT3G51880,AT3G63520/AT1G80340,AT5G13530,AT5G51810,AT4G18130,AT1G79460,AT4G25420,AT1G54160,AT2G25490,AT5G25900,AT2G23460,AT1G48630,AT1G10430,AT2G29090,AT5G44200
AT3G11030	None	[19]	19	AT3G05120,AT1G69260,AT1G55870,AT5G02310,AT4G16250,AT3G11410,AT1G18080,AT1G54160,AT3G47620,AT3G54810,AT4G25420,AT2G26300,AT5G51760,AT2G29090,AT2G41430,AT2G21660,AT2G31660,AT2G25490,AT5G13530
AT3G11070	None	[11]	11	AT2G41430,AT3G54810,AT3G63010,AT2G38050,AT4G16250,AT5G57050,AT2G31660,AT2G25490,AT1G15550,AT2G26300,AT1G48630
AT3G11130	[13]	[14]	27	AT2G32460,AT2G40220,AT5G05440,AT2G43790,AT5G53160,AT2G01570,AT4G18620,AT5G60410,AT3G04870,AT4G36930,AT5G57390,AT3G51880,AT3G03450/AT5G40280,AT1G13740,AT3G11410,AT1G18080,AT1G55870,AT2G21660,AT1G79460,AT2G30250,AT1G31930,AT2G23460,AT5G51760,AT1G48630,AT1G30040,AT4G34390
AT3G11200	None	[15]	15	AT3G54810,AT5G20910,AT1G69260,AT5G25350,AT5G57050,AT3G11410,AT5G13530,AT1G55870,AT2G31660,AT2G30250,AT1G48630,AT1G30040,AT1G10430,AT2G29090,AT5G44200
AT3G11220	[14]	None	14	AT1G15100,AT1G14920,AT2G20180,AT2G40330,AT5G53160,AT4G25700,AT5G60410,AT5G20960,AT3G62090,AT3G24650,AT5G08620,AT5G67030,AT1G16540,AT3G63520
AT3G11230	[14]	[12]	26	AT1G15100,AT5G37260,AT4G25700,AT2G44950,AT4G26070,AT5G45830,AT5G60410,AT5G66880,AT1G48270,AT2G33610,AT1G03790,AT2G27300,AT5G57390,AT5G05440/AT3G47620,AT3G11240,AT5G48870,AT5G25350,AT5G57050,AT1G55870,AT3G59220,AT2G30250,AT1G09570,AT1G48630,AT5G05700,AT2G29090
AT3G11240	[22]	None	22	AT1G01360,AT5G63320,AT1G01060,AT5G17490,AT3G24650,AT1G16540,AT1G15100,AT1G52340,AT2G38310,AT4G26070,AT1G31970,AT5G66880,AT1G03790,AT5G57390,AT5G08620,AT2G32460,AT3G20770,AT5G37260,AT2G26040,AT5G60410,AT5G45830,AT4G36930
AT3G11270	None	[15]	15	AT2G41430,AT3G05120,AT3G54810,AT4G16250,AT3G11240,AT1G22770,AT1G80340,AT2G21660,AT1G79460,AT4G25420,AT5G02310,AT1G48630,AT1G30040,AT1G10430,AT5G44200
AT3G11290	[17]	[11]	28	AT3G20770,AT1G52340,AT2G43790,AT5G06100,AT1G01060,AT5G53160,AT2G44950,AT4G26070,AT5G20960,AT3G51770,AT3G50500,AT3G04870,AT2G27300,AT5G45830,AT2G01830,AT5G66880,AT5G45860/AT3G05120,AT5G40280,AT1G69260,AT1G13740,AT1G55870,AT3G59220,AT4G25420,AT1G54160,AT1G15550,AT5G02310,AT2G29090
AT3G11320	[14]	None	14	AT2G32460,AT3G20770,AT5G37260,AT2G43790,AT2G04240,AT2G38310,AT5G20960,AT5G17490,AT3G04870,AT2G27300,AT3G62090,AT5G46790,AT5G66880,AT5G05440
AT3G11330	[18]	[16]	34	AT1G01360,AT4G09570,AT1G52340,AT5G06100,AT2G04240,AT1G01060,AT3G24220,AT4G25700,AT4G26070,AT5G20960,AT5G60410,AT5G17490,AT2G27300,AT2G33610,AT1G27320,AT1G16540,AT3G03450,AT5G45860/AT2G41430,AT3G47620,AT5G20910,AT4G16250,AT2G38050,AT3G11240,AT5G40280,AT5G25350,AT5G48870,AT5G57050,AT1G79460,AT2G25490,AT1G15550,AT5G51810,AT5G51760,AT1G30040
AT3G11397	[23]	[12]	35	AT4G09570,AT5G63320,AT1G14920,AT4G11110,AT2G36270,AT2G28350,AT2G04240,AT4G26070,AT5G20960,AT1G31970,AT1G03790,AT5G57390,AT3G63520,AT2G26040,AT5G06100,AT4G17870,AT2G01570,AT4G18620,AT2G44950,AT1G48270,AT2G27300,AT1G27320,AT5G45860/AT2G41430,AT3G63010,AT4G16250,AT3G51920,AT3G11410,AT3G59220,AT1G79460,AT1G09570,AT1G54160,AT2G26300,AT5G51760,AT2G29090
AT3G11400	[15]	None	15	AT2G32460,AT5G63320,AT1G14920,AT3G24220,AT4G17870,AT4G25700,AT2G01570,AT4G26070,AT3G50500,AT3G04870,AT1G48270,AT1G03790,AT3G62090,AT1G27320,AT1G16540
AT3G11402	[14]	None	14	AT1G01360,AT2G40220,AT1G14920,AT5G06100,AT2G04240,AT1G01060,AT2G38310,AT5G45830,AT5G17490,AT3G04870,AT1G48270,AT2G33610,AT3G24650,AT5G66880
AT3G11440	[15]	[11]	26	AT1G78390,AT2G40220,AT5G05440,AT3G24220,AT1G01060,AT4G11110,AT2G46830,AT5G45830,AT5G46790,AT2G33610,AT1G03790,AT2G27300,AT4G01026,AT4G33950,AT5G45860/AT1G72770,AT3G51920,AT1G69260,AT1G13740,AT5G48870,AT1G18080,AT1G55870,AT2G21660,AT4G18130,AT2G25490,AT1G30040
AT3G11450	None	[13]	13	AT4G16250,AT5G40280,AT1G69260,AT5G05700,AT5G03280,AT3G11410,AT1G55870,AT1G79460,AT5G51810,AT2G26300,AT5G51760,AT2G30250,AT1G10430
AT3G11530	[13]	[11]	24	AT1G15100,AT5G63320,AT3G24220,AT5G52570,AT5G45860,AT1G48270,AT1G03790,AT2G01830,AT2G33610,AT5G67030,AT1G16540,AT5G46790,AT3G63520/AT5G20910,AT3G63010,AT1G80340,AT5G57050,AT1G18080,AT2G31660,AT1G31930,AT5G02310,AT1G48630,AT1G30040,AT5G05700
AT3G11590	None	[11]	11	AT1G72770,AT2G38050,AT3G51920,AT1G69260,AT1G13740,AT1G22770,AT5G40280,AT5G57050,AT1G18080,AT3G59220,AT1G10430
AT3G11620	None	[16]	16	AT2G38050,AT3G11240,AT1G69260,AT1G13740,AT1G22770,AT3G51920,AT5G03280,AT4G18130,AT2G31660,AT1G79460,AT1G15550,AT5G51760,AT2G30250,AT1G30040,AT5G05700,AT5G44200
