ID_REF	#Dormancy_Neighbors	#Germination_Neighbors	#UniqueNeighbors	1-Neighborhood
AT1G71840	[20]	[19]	39	AT4G09570,AT1G01060,AT4G11110,AT2G01830,AT2G20180,AT2G38310,AT4G26070,AT1G31970,AT5G67030,AT3G63520,AT2G32460,AT5G37260,AT5G06100,AT2G46830,AT3G11540,AT5G52570,AT2G40220,AT3G50500,AT3G04870,AT1G48270/AT3G05120,AT2G38050,AT3G11240,AT5G03280,AT1G79460,AT3G11410,AT1G18080,AT1G54160,AT1G48630,AT5G20910,AT3G54810,AT4G34390,AT2G41430,AT1G72770,AT3G59220,AT2G31660,AT5G25900,AT1G15550,AT5G13530
AT1G71865	None	[11]	11	AT3G54810,AT1G72770,AT2G38050,AT5G48870,AT1G22770,AT1G80340,AT5G03280,AT3G59220,AT5G25900,AT5G51760,AT5G44200
AT1G71900	[17]	None	17	AT2G40220,AT5G05440,AT1G52340,AT5G37260,AT5G63320,AT2G26040,AT5G53160,AT4G17870,AT4G18620,AT4G11110,AT3G51770,AT5G17490,AT3G62090,AT2G33610,AT1G03790,AT3G51880,AT4G33950
AT1G71980	None	[11]	11	AT3G54810,AT4G16250,AT5G40280,AT4G34390,AT4G18130,AT5G25900,AT5G51810,AT5G51760,AT1G48630,AT5G05700,AT2G29090
AT1G72010	None	[15]	15	AT3G05120,AT3G54810,AT1G72770,AT2G38050,AT5G40280,AT1G13740,AT1G22770,AT5G03280,AT3G11410,AT5G57050,AT2G21660,AT3G59220,AT4G18130,AT1G10430,AT2G29090
AT1G72040	[14]	[13]	27	AT1G15100,AT1G78390,AT2G32460,AT5G05440,AT5G53160,AT4G17870,AT4G25700,AT4G11110,AT2G36270,AT5G57390,AT3G11540,AT1G27320,AT3G03450,AT5G45860/AT3G63010,AT3G11240,AT1G69260,AT1G13740,AT3G51920,AT5G03280,AT3G11410,AT5G57050,AT2G21660,AT1G55870,AT1G48630,AT1G30040,AT5G44200
AT1G72310	[15]	[17]	32	AT5G08620,AT3G20770,AT5G63320,AT1G52340,AT1G14920,AT2G26040,AT1G66350,AT4G18620,AT3G04870,AT1G03790,AT3G62090,AT5G35750,AT4G01026,AT5G05440,AT5G45860/AT3G05120,AT5G20910,AT1G72770,AT3G11240,AT3G51920,AT1G80340,AT4G34390,AT5G25350,AT1G18080,AT2G31660,AT1G79460,AT1G09570,AT1G54160,AT1G48630,AT1G30040,AT5G05700,AT2G29090
AT1G72320	[19]	[13]	32	AT1G14920,AT1G27320,AT2G33610,AT2G01830,AT2G28350,AT3G03450,AT2G43790,AT5G53160,AT4G25700,AT4G26070,AT1G31970,AT5G66880,AT2G32460,AT5G06100,AT2G01570,AT4G18620,AT3G51770,AT3G04870,AT4G01026/AT3G47620,AT1G69260,AT1G80340,AT5G05700,AT5G57050,AT2G21660,AT5G25900,AT2G25490,AT1G31930,AT5G02310,AT1G48630,AT5G20910,AT1G10430
AT1G72330	None	[15]	15	AT3G05120,AT3G47620,AT2G38050,AT1G69260,AT3G11410,AT1G18080,AT1G55870,AT2G21660,AT2G30250,AT1G09570,AT1G54160,AT2G25490,AT1G31930,AT2G23460,AT1G48630
AT1G72340	None	[10]	10	AT2G38050,AT1G13740,AT1G22770,AT1G80340,AT5G03280,AT5G57050,AT1G09570,AT1G31930,AT5G51760,AT5G20910
AT1G72390	[15]	None	15	AT1G01360,AT1G15100,AT5G08620,AT2G26040,AT1G66350,AT2G36270,AT3G51770,AT3G62090,AT1G03790,AT2G27300,AT2G33610,AT4G36930,AT4G01026,AT5G46790,AT3G63520
AT1G72440	[14]	[19]	33	AT1G01360,AT1G15100,AT1G78390,AT5G63320,AT1G52340,AT5G06100,AT3G24220,AT1G01060,AT2G40330,AT2G46830,AT1G31970,AT4G33950,AT5G08620,AT5G05440/AT3G05120,AT5G03280,AT1G55870,AT1G09570,AT1G31930,AT1G80340,AT1G54160,AT5G20910,AT3G47620,AT2G23460,AT5G51760,AT2G41430,AT1G72770,AT2G21660,AT3G59220,AT2G31660,AT5G25900,AT1G15550,AT2G30250
AT1G72550	[21]	[13]	34	AT5G17490,AT2G33610,AT3G24650,AT2G28350,AT1G15100,AT5G20960,AT5G66880,AT5G67030,AT5G05440,AT3G63520,AT2G32460,AT3G20770,AT5G06100,AT3G24220,AT5G60410,AT3G51770,AT3G62090,AT4G33950,AT2G40220,AT4G36930,AT2G27300/AT2G41430,AT3G63010,AT2G38050,AT1G22770,AT5G03280,AT1G18080,AT1G55870,AT4G18130,AT2G31660,AT1G79460,AT4G25420,AT1G31930,AT5G51760
AT1G72560	None	[10]	10	AT3G54810,AT1G69260,AT5G13530,AT3G59220,AT4G25420,AT5G25900,AT2G26300,AT1G30040,AT5G05700,AT4G34390
AT1G72630	[24]	[13]	37	AT1G78390,AT1G01060,AT5G17490,AT2G33610,AT3G24650,AT2G01830,AT3G03450,AT1G52340,AT5G53160,AT4G25700,AT1G03790,AT5G57390,AT5G67030,AT3G51880,AT2G32460,AT5G37260,AT5G06100,AT4G17870,AT4G18620,AT3G62090,AT4G33950,AT2G40220,AT2G27300,AT5G45860/AT1G72770,AT3G63010,AT3G51920,AT4G34390,AT5G48870,AT3G11410,AT5G13530,AT3G59220,AT1G09570,AT1G54160,AT2G26300,AT5G20910,AT2G29090
AT1G72640	[16]	None	16	AT1G15100,AT3G20770,AT5G05440,AT1G52340,AT2G20180,AT3G24220,AT5G06100,AT1G66350,AT4G18620,AT1G31970,AT3G04870,AT2G27300,AT4G33950,AT5G35750,AT3G51880,AT3G03450
AT1G72710	[20]	[10]	30	AT1G01360,AT5G63320,AT2G33610,AT2G28350,AT2G20180,AT5G53160,AT2G38310,AT5G66880,AT3G20770,AT2G26040,AT3G24220,AT2G40330,AT4G17870,AT2G46830,AT3G62090,AT5G35750,AT5G45830,AT4G36930,AT2G27300,AT5G45860/AT4G16250,AT5G48870,AT1G13740,AT1G18080,AT3G59220,AT4G25420,AT5G25900,AT1G31930,AT5G51760,AT5G44200
AT1G72740	[17]	[11]	28	AT1G78390,AT3G20770,AT5G06100,AT5G53160,AT4G17870,AT4G25700,AT2G38310,AT5G60410,AT3G50500,AT4G36930,AT1G03790,AT5G57390,AT5G08620,AT5G67030,AT1G16540,AT5G05440,AT5G45860/AT3G05120,AT3G47620,AT3G54810,AT1G13740,AT5G25350,AT4G25420,AT1G09570,AT2G23460,AT5G51760,AT1G30040,AT2G29090
AT1G72750	None	[12]	12	AT2G41430,AT3G63010,AT1G69260,AT1G13740,AT1G80340,AT5G25350,AT1G18080,AT2G21660,AT4G18130,AT1G09570,AT1G54160,AT1G30040
AT1G72830	None	[13]	13	AT3G11240,AT1G13740,AT1G80340,AT1G18080,AT2G21660,AT3G59220,AT1G54160,AT2G25490,AT1G15550,AT2G23460,AT2G26300,AT1G30040,AT2G29090
AT1G72840	None	[10]	10	AT5G40280,AT1G13740,AT1G80340,AT5G25350,AT4G25420,AT2G25490,AT5G51810,AT5G51760,AT1G30040,AT5G44200
AT1G72880	[16]	[13]	29	AT5G06100,AT2G04240,AT4G17870,AT2G44950,AT2G38310,AT4G11110,AT2G36270,AT3G04870,AT2G33610,AT4G33950,AT5G46790,AT3G11540,AT4G01026,AT3G51880,AT3G03450,AT3G63520/AT3G63010,AT2G38050,AT3G51920,AT5G03280,AT5G51810,AT1G79460,AT4G25420,AT1G15550,AT1G31930,AT2G26300,AT1G48630,AT1G10430,AT5G44200
AT1G72990	None	[13]	13	AT2G38050,AT3G11240,AT1G69260,AT1G22770,AT5G25350,AT5G48870,AT3G11410,AT4G18130,AT5G25900,AT1G15550,AT1G31930,AT1G30040,AT4G34390
AT1G73090	None	[11]	11	AT3G05120,AT3G54810,AT3G63010,AT1G13740,AT5G25350,AT5G13530,AT1G18080,AT1G55870,AT5G25900,AT5G51760,AT2G29090
AT1G73100	None	[12]	12	AT3G05120,AT3G47620,AT3G11240,AT1G13740,AT1G80340,AT5G25350,AT3G11410,AT4G25420,AT5G51760,AT5G20910,AT1G10430,AT4G34390
AT1G73130	[13]	None	13	AT4G09570,AT5G63320,AT2G26040,AT5G06100,AT4G17870,AT2G44950,AT4G11110,AT1G31970,AT3G51770,AT2G27300,AT1G27320,AT2G28350,AT5G46790
AT1G73150	[17]	[12]	29	AT5G08620,AT1G15100,AT5G37260,AT1G52340,AT5G06100,AT4G17870,AT2G38310,AT2G46830,AT1G31970,AT3G04870,AT2G33610,AT3G24650,AT2G01830,AT3G11540,AT4G01026,AT4G33950,AT5G45860/AT3G54810,AT3G63010,AT2G38050,AT3G11240,AT5G05700,AT1G80340,AT4G18130,AT5G25900,AT2G23460,AT5G20910,AT1G10430,AT4G34390
AT1G73170	[13]	[17]	30	AT1G14920,AT2G26040,AT1G01060,AT5G53160,AT2G01570,AT4G11110,AT5G60410,AT1G31970,AT3G51770,AT5G66880,AT2G27300,AT2G33610,AT4G01026/AT3G63010,AT5G48870,AT1G80340,AT5G25350,AT5G57050,AT1G55870,AT3G59220,AT2G31660,AT1G79460,AT5G51810,AT5G25900,AT1G31930,AT5G02310,AT2G26300,AT1G48630,AT1G10430,AT4G34390
AT1G73230	[13]	None	13	AT4G09570,AT2G40330,AT4G17870,AT4G25700,AT2G01570,AT4G26070,AT1G31970,AT4G36930,AT4G33950,AT3G11540,AT5G08620,AT5G46790,AT5G45860
AT1G73240	[16]	[12]	28	AT1G15100,AT5G63320,AT5G35750,AT5G52570,AT5G53160,AT2G44950,AT2G38310,AT5G45830,AT3G04870,AT4G36930,AT5G46790,AT2G01830,AT5G67030,AT2G28350,AT1G16540,AT3G03450/AT3G47620,AT3G63010,AT4G16250,AT5G40280,AT1G69260,AT5G48870,AT1G09570,AT1G54160,AT2G25490,AT1G15550,AT5G51760,AT1G48630
AT1G73320	[14]	[14]	28	AT1G01360,AT5G37260,AT1G14920,AT5G45860,AT1G66350,AT4G11110,AT2G46830,AT5G45830,AT5G60410,AT5G57390,AT3G11540,AT3G51880,AT3G03450,AT3G63520/AT2G41430,AT5G40280,AT3G11240,AT3G51920,AT1G80340,AT5G25350,AT2G21660,AT1G55870,AT2G31660,AT5G25900,AT1G31930,AT2G26300,AT5G20910,AT5G05700
AT1G73350	[22]	[14]	36	AT4G09570,AT5G63320,AT1G01060,AT1G66350,AT4G11110,AT5G17490,AT1G16540,AT3G03450,AT1G15100,AT2G38310,AT5G67030,AT2G26040,AT5G06100,AT4G17870,AT2G01570,AT4G18620,AT2G46830,AT4G33950,AT5G46790,AT2G44950,AT4G01026,AT5G45860/AT1G72770,AT2G38050,AT1G13740,AT5G57050,AT1G55870,AT4G18130,AT2G31660,AT2G30250,AT2G25490,AT5G51760,AT1G48630,AT1G10430,AT4G34390,AT5G44200
AT1G73400	None	[10]	10	AT2G41430,AT3G47620,AT1G72770,AT1G69260,AT1G80340,AT5G03280,AT5G51810,AT5G25900,AT5G02310,AT5G05700
AT1G73430	[20]	[12]	32	AT1G01360,AT4G09570,AT1G01060,AT1G66350,AT2G36270,AT2G01830,AT3G03450,AT1G52340,AT4G25700,AT5G20960,AT1G31970,AT1G03790,AT5G08620,AT5G05440,AT2G32460,AT2G26040,AT5G46790,AT2G44950,AT5G45830,AT3G50500/AT5G02310,AT2G38050,AT3G51920,AT3G11410,AT1G18080,AT1G55870,AT4G25420,AT1G09570,AT1G31930,AT2G23460,AT5G20910,AT5G05700
AT1G73440	[16]	[13]	29	AT1G78390,AT5G63320,AT1G52340,AT5G06100,AT5G53160,AT4G17870,AT4G25700,AT1G66350,AT2G38310,AT4G11110,AT2G36270,AT5G20960,AT4G36930,AT1G48270,AT5G35750,AT5G52570/AT1G72770,AT3G51920,AT5G03280,AT3G11410,AT2G21660,AT1G55870,AT1G79460,AT1G31930,AT5G02310,AT1G48630,AT1G30040,AT5G05700,AT5G13530
AT1G73450	[13]	None	13	AT4G09570,AT2G26040,AT3G24220,AT4G17870,AT4G25700,AT2G01570,AT2G44950,AT1G31970,AT2G36270,AT5G46790,AT2G33610,AT1G03790,AT3G03450
AT1G73460	[14]	None	14	AT5G08620,AT1G15100,AT5G37260,AT2G26040,AT5G53160,AT2G44950,AT5G45830,AT1G31970,AT3G51770,AT4G36930,AT1G03790,AT2G01830,AT4G01026,AT3G63520
AT1G73490	[22]	[12]	34	AT1G01360,AT5G63320,AT1G01060,AT2G36270,AT3G24650,AT3G03450,AT5G20960,AT1G31970,AT5G66880,AT5G05440,AT3G20770,AT5G06100,AT2G01570,AT4G18620,AT3G51770,AT3G62090,AT3G11540,AT2G40220,AT2G44950,AT5G45830,AT4G36930,AT5G45860/AT2G41430,AT3G05120,AT3G54810,AT3G11240,AT3G51920,AT2G21660,AT4G18130,AT1G31930,AT2G23460,AT2G30250,AT1G30040,AT5G44200
AT1G73655	[15]	None	15	AT5G08620,AT3G20770,AT5G63320,AT2G20180,AT2G40330,AT4G01026,AT1G66350,AT5G60410,AT2G46830,AT5G20960,AT5G45830,AT2G33610,AT3G24650,AT1G27320,AT3G51880
AT1G73710	[13]	[12]	25	AT1G15100,AT3G20770,AT4G09570,AT5G37260,AT2G20180,AT2G40330,AT1G01060,AT2G46830,AT1G31970,AT3G50500,AT5G20960,AT5G66880,AT4G33950/AT5G48870,AT5G03280,AT4G18130,AT4G25420,AT1G09570,AT1G54160,AT2G25490,AT5G25900,AT1G48630,AT5G20910,AT5G05700,AT5G13530
AT1G73720	[20]	[16]	36	AT4G09570,AT1G01060,AT2G36270,AT1G15100,AT4G26070,AT5G66880,AT3G51880,AT5G37260,AT2G26040,AT2G40330,AT2G01570,AT2G46830,AT3G62090,AT4G33950,AT5G46790,AT2G40220,AT2G44950,AT5G45830,AT3G04870,AT1G27320/AT2G41430,AT3G05120,AT3G54810,AT3G63010,AT4G16250,AT3G11240,AT1G69260,AT5G40280,AT1G18080,AT2G21660,AT3G59220,AT2G30250,AT1G09570,AT1G15550,AT5G51810,AT1G48630
AT1G73770	[19]	None	19	AT1G66350,AT2G33610,AT2G01830,AT2G28350,AT1G52340,AT2G20180,AT2G38310,AT1G31970,AT5G66880,AT5G67030,AT3G20770,AT2G26040,AT4G18620,AT3G11540,AT2G44950,AT5G45830,AT3G50500,AT3G04870,AT5G45860
AT1G73790	None	[12]	12	AT3G47620,AT1G22770,AT1G80340,AT2G21660,AT1G55870,AT3G59220,AT4G18130,AT1G79460,AT5G25900,AT1G15550,AT1G48630,AT1G10430
AT1G73820	[22]	[14]	36	AT4G09570,AT1G01060,AT1G66350,AT2G33610,AT3G24650,AT2G01830,AT2G28350,AT2G38310,AT1G03790,AT3G63520,AT3G20770,AT3G24220,AT4G17870,AT3G62090,AT4G33950,AT5G35750,AT5G52570,AT2G40220,AT2G44950,AT3G04870,AT4G36930,AT4G01026/AT1G72770,AT3G11240,AT1G13740,AT1G80340,AT5G25350,AT3G59220,AT1G79460,AT4G25420,AT2G25490,AT1G15550,AT2G23460,AT2G26300,AT5G51760,AT5G44200
AT1G73840	[14]	[15]	29	AT2G32460,AT4G09570,AT2G20180,AT3G24220,AT2G40330,AT5G06100,AT4G25700,AT2G01570,AT1G31970,AT3G50500,AT3G51770,AT1G03790,AT5G08620,AT3G03450/AT2G41430,AT3G63010,AT4G16250,AT4G34390,AT3G11410,AT2G21660,AT1G55870,AT5G51810,AT1G79460,AT1G54160,AT5G25900,AT1G15550,AT5G02310,AT5G51760,AT2G29090
AT1G73875	[14]	None	14	AT2G40220,AT5G63320,AT1G14920,AT5G52570,AT4G17870,AT5G20960,AT1G31970,AT5G17490,AT5G45830,AT1G48270,AT2G01830,AT5G67030,AT1G16540,AT3G03450
AT1G73930	None	[12]	12	AT3G05120,AT4G16250,AT5G40280,AT3G11240,AT1G80340,AT5G57050,AT5G03280,AT3G59220,AT5G25900,AT1G48630,AT1G30040,AT5G44200
AT1G73950	None	[11]	11	AT3G05120,AT3G54810,AT2G38050,AT5G40280,AT2G21660,AT1G18080,AT4G25420,AT1G54160,AT2G26300,AT5G20910,AT4G34390
AT1G73970	[15]	[10]	25	AT5G63320,AT2G20180,AT1G01060,AT2G01570,AT2G36270,AT3G51770,AT5G17490,AT1G03790,AT2G27300,AT2G01830,AT2G33610,AT1G27320,AT5G67030,AT3G51880,AT3G03450/AT3G63010,AT2G38050,AT3G51920,AT4G16250,AT1G55870,AT3G59220,AT2G31660,AT1G54160,AT1G31930,AT5G51810
AT1G73980	[14]	None	14	AT1G78390,AT2G32460,AT3G20770,AT1G14920,AT2G26040,AT2G04240,AT4G25700,AT2G01570,AT4G18620,AT2G36270,AT3G50500,AT3G04870,AT3G11540,AT5G46790
AT1G73990	[15]	None	15	AT2G40220,AT5G37260,AT1G14920,AT1G01060,AT2G40330,AT4G25700,AT1G66350,AT4G11110,AT5G45830,AT1G31970,AT2G36270,AT3G51770,AT3G24650,AT5G17490,AT5G46790
AT1G74120	None	[14]	14	AT3G05120,AT3G54810,AT1G72770,AT1G69260,AT1G22770,AT5G03280,AT5G51810,AT3G59220,AT2G25490,AT5G02310,AT5G51760,AT2G30250,AT1G30040,AT4G34390
AT1G74230	[18]	[15]	33	AT1G78390,AT2G40220,AT5G63320,AT1G14920,AT2G43790,AT5G52570,AT5G45860,AT4G26070,AT5G45830,AT5G60410,AT3G62090,AT2G33610,AT5G66880,AT5G67030,AT2G28350,AT1G16540,AT3G03450,AT3G63520/AT3G47620,AT5G20910,AT3G63010,AT4G16250,AT3G11240,AT1G13740,AT1G80340,AT5G03280,AT4G18130,AT4G25420,AT1G09570,AT1G54160,AT1G30040,AT4G34390,AT5G44200
AT1G74240	None	[16]	16	AT2G41430,AT5G02310,AT1G72770,AT3G63010,AT3G11240,AT4G16250,AT2G23460,AT5G57050,AT1G55870,AT3G59220,AT4G25420,AT1G15550,AT1G31930,AT5G51760,AT1G30040,AT4G34390
AT1G74260	[14]	None	14	AT5G08620,AT1G52340,AT1G14920,AT2G26040,AT4G25700,AT2G01570,AT2G36270,AT3G51770,AT3G04870,AT1G48270,AT5G35750,AT1G27320,AT5G52570,AT5G45860
AT1G74270	None	[12]	12	AT2G41430,AT3G05120,AT2G38050,AT3G51920,AT5G48870,AT1G13740,AT3G11410,AT1G55870,AT4G18130,AT1G09570,AT2G25490,AT1G30040
AT1G74280	[14]	None	14	AT2G32460,AT2G40220,AT5G37260,AT3G24220,AT2G01570,AT4G18620,AT2G46830,AT1G31970,AT2G36270,AT5G60410,AT1G03790,AT3G11540,AT1G16540,AT5G45860
AT1G74340	[15]	[13]	28	AT1G14920,AT2G20180,AT2G40330,AT5G20960,AT1G31970,AT5G45830,AT3G04870,AT1G48270,AT4G36930,AT2G01830,AT5G46790,AT5G08620,AT5G52570,AT5G05440,AT5G45860/AT3G54810,AT1G72770,AT4G16250,AT4G34390,AT5G25350,AT1G18080,AT1G55870,AT2G31660,AT1G79460,AT4G25420,AT1G31930,AT2G26300,AT2G29090
AT1G74370	[20]	None	20	AT1G78390,AT5G63320,AT1G14920,AT2G36270,AT2G33610,AT1G16540,AT1G15100,AT2G43790,AT5G53160,AT5G20960,AT1G31970,AT3G51880,AT2G26040,AT3G24220,AT2G01570,AT5G46790,AT2G40220,AT5G45830,AT3G50500,AT4G01026
AT1G74530	[23]	[14]	37	AT1G78390,AT5G63320,AT1G01060,AT1G66350,AT2G33610,AT3G03450,AT1G15100,AT1G52340,AT2G04240,AT4G25700,AT5G20960,AT5G66880,AT5G57390,AT5G67030,AT2G32460,AT5G37260,AT5G06100,AT5G60410,AT3G51770,AT3G11540,AT3G50500,AT4G36930,AT1G48270/AT3G05120,AT3G47620,AT1G72770,AT4G16250,AT1G69260,AT5G03280,AT2G21660,AT4G18130,AT2G31660,AT1G54160,AT2G25490,AT1G15550,AT1G31930,AT1G30040
AT1G74600	None	[10]	10	AT5G48870,AT1G13740,AT5G25350,AT2G21660,AT4G25420,AT1G54160,AT5G02310,AT2G26300,AT5G51760,AT5G20910
AT1G74630	None	[11]	11	AT5G40280,AT1G13740,AT1G22770,AT2G31660,AT4G25420,AT1G09570,AT5G25900,AT1G15550,AT2G30250,AT2G29090,AT5G44200
AT1G74640	[17]	[11]	28	AT5G08620,AT1G78390,AT2G04240,AT1G01060,AT3G24220,AT4G26070,AT2G36270,AT3G51770,AT3G04870,AT2G33610,AT3G24650,AT5G35750,AT5G57390,AT4G01026,AT5G66880,AT3G51880,AT5G05440/AT1G72770,AT1G13740,AT1G22770,AT1G80340,AT1G54160,AT5G25900,AT2G23460,AT2G26300,AT5G51760,AT1G10430,AT4G34390
AT1G74700	[13]	[11]	24	AT1G78390,AT5G37260,AT5G53160,AT2G46830,AT5G17490,AT3G62090,AT1G48270,AT2G27300,AT5G46790,AT5G66880,AT5G67030,AT3G03450,AT5G45860/AT3G05120,AT4G16250,AT3G51920,AT1G22770,AT5G25350,AT2G21660,AT2G31660,AT5G25900,AT2G26300,AT2G30250,AT5G05700
AT1G74720	[14]	None	14	AT1G01360,AT2G04240,AT1G66350,AT5G20960,AT1G31970,AT2G36270,AT3G04870,AT1G48270,AT2G33610,AT3G50500,AT4G36930,AT5G45830,AT1G16540,AT5G45860
AT1G74900	None	[14]	14	AT3G05120,AT1G72770,AT3G11240,AT1G69260,AT2G21660,AT1G55870,AT3G59220,AT2G31660,AT1G09570,AT2G23460,AT2G26300,AT5G51760,AT2G30250,AT2G29090
AT1G74910	[13]	None	13	AT1G15100,AT5G67030,AT4G25700,AT1G66350,AT2G46830,AT3G62090,AT2G33610,AT2G27300,AT3G24650,AT3G11540,AT4G01026,AT4G36930,AT5G52570
AT1G75110	[17]	[12]	29	AT5G63320,AT1G14920,AT2G26040,AT2G20180,AT5G60410,AT2G01570,AT2G38310,AT4G18620,AT2G36270,AT4G26070,AT3G04870,AT1G48270,AT4G36930,AT5G20960,AT5G57390,AT1G27320,AT3G63520/AT3G63010,AT3G11240,AT1G80340,AT5G57050,AT5G03280,AT1G09570,AT5G25900,AT1G31930,AT1G48630,AT1G30040,AT4G34390,AT5G44200
AT1G75140	[15]	None	15	AT1G01360,AT2G40220,AT5G37260,AT5G63320,AT5G06100,AT3G24220,AT4G25700,AT2G44950,AT4G18620,AT5G60410,AT5G66880,AT3G24650,AT4G01026,AT3G51880,AT5G46790
AT1G75200	[17]	None	17	AT3G20770,AT2G20180,AT5G06100,AT2G40330,AT4G17870,AT2G01570,AT2G44950,AT4G26070,AT5G60410,AT3G62090,AT3G24650,AT4G36930,AT5G35750,AT3G11540,AT5G67030,AT5G05440,AT5G45860
AT1G75210	[17]	None	17	AT3G20770,AT2G40220,AT2G43790,AT5G53160,AT4G17870,AT4G25700,AT4G18620,AT2G38310,AT2G46830,AT2G36270,AT5G20960,AT3G24650,AT2G01830,AT3G11540,AT5G08620,AT5G67030,AT3G03450
AT1G75220	[14]	None	14	AT1G01360,AT2G32460,AT3G20770,AT2G40220,AT4G09570,AT5G06100,AT2G04240,AT2G44950,AT4G18620,AT3G51770,AT4G33950,AT5G35750,AT5G67030,AT2G28350
AT1G75330	[13]	None	13	AT1G15100,AT5G37260,AT5G05440,AT2G20180,AT2G04240,AT4G01026,AT4G18620,AT2G38310,AT3G51770,AT1G48270,AT2G01830,AT1G27320,AT3G03450
AT1G75340	None	[10]	10	AT2G41430,AT3G05120,AT1G69260,AT1G80340,AT2G25490,AT1G15550,AT2G26300,AT5G51760,AT2G30250,AT5G05700
AT1G75380	[15]	[12]	27	AT1G01360,AT1G15100,AT1G78390,AT2G32460,AT5G63320,AT1G52340,AT2G26040,AT1G66350,AT2G46830,AT1G31970,AT5G20960,AT5G46790,AT1G48270,AT3G24650,AT3G03450/AT4G16250,AT3G11240,AT5G48870,AT5G25350,AT3G11410,AT2G31660,AT1G54160,AT2G25490,AT5G25900,AT5G02310,AT1G10430,AT5G13530
AT1G75400	[16]	[13]	29	AT1G01360,AT1G15100,AT5G37260,AT5G63320,AT1G01060,AT2G40330,AT2G38310,AT3G51770,AT5G17490,AT5G66880,AT2G27300,AT4G33950,AT5G35750,AT5G67030,AT5G52570,AT5G05440/AT2G38050,AT4G34390,AT1G13740,AT5G25350,AT2G31660,AT4G25420,AT1G54160,AT2G25490,AT1G15550,AT5G25900,AT1G10430,AT2G29090,AT5G44200
AT1G75420	[13]	[10]	23	AT1G01360,AT3G20770,AT2G20180,AT3G24220,AT1G66350,AT2G44950,AT4G11110,AT4G26070,AT5G60410,AT5G57390,AT4G33950,AT2G28350,AT1G16540/AT3G05120,AT5G40280,AT1G22770,AT5G25350,AT3G11410,AT2G21660,AT1G79460,AT1G54160,AT1G15550,AT5G51810
AT1G75540	[14]	None	14	AT4G09570,AT2G40220,AT2G26040,AT2G43790,AT4G18620,AT5G20960,AT5G17490,AT1G03790,AT2G27300,AT2G33610,AT1G27320,AT1G16540,AT5G05440,AT3G63520
AT1G75660	[14]	[13]	27	AT1G15100,AT2G20180,AT2G40330,AT4G17870,AT2G01570,AT2G38310,AT4G26070,AT1G31970,AT5G17490,AT3G62090,AT1G48270,AT5G60410,AT2G01830,AT2G28350/AT2G41430,AT3G63010,AT3G11240,AT3G51920,AT1G80340,AT1G22770,AT2G26300,AT4G25420,AT1G15550,AT2G23460,AT1G31930,AT5G05700,AT5G13530
AT1G75670	None	[10]	10	AT3G47620,AT1G72770,AT3G11240,AT5G03280,AT2G31660,AT4G25420,AT5G25900,AT1G31930,AT2G30250,AT1G30040
AT1G75850	[20]	[11]	31	AT1G14920,AT1G27320,AT4G11110,AT5G17490,AT3G24650,AT2G28350,AT1G16540,AT4G25700,AT2G38310,AT5G66880,AT5G57390,AT5G67030,AT5G37260,AT2G40330,AT4G17870,AT5G35750,AT5G52570,AT5G46790,AT3G04870,AT4G01026/AT2G41430,AT3G54810,AT4G16250,AT3G11240,AT3G51920,AT2G21660,AT1G55870,AT4G25420,AT5G02310,AT1G48630,AT5G13530
AT1G75950	[16]	[13]	29	AT3G20770,AT4G09570,AT5G63320,AT1G52340,AT2G43790,AT2G04240,AT5G06100,AT2G01570,AT4G26070,AT3G50500,AT5G17490,AT1G03790,AT5G08620,AT5G67030,AT2G28350,AT1G16540/AT2G41430,AT3G11240,AT4G34390,AT5G05700,AT5G48870,AT1G18080,AT1G55870,AT2G31660,AT2G26300,AT2G30250,AT1G30040,AT1G10430,AT2G29090
AT1G75980	[23]	[11]	34	AT1G01360,AT4G09570,AT1G14920,AT1G01060,AT1G66350,AT2G28350,AT3G03450,AT1G15100,AT2G20180,AT2G43790,AT5G20960,AT5G67030,AT3G51880,AT5G05440,AT3G63520,AT2G32460,AT2G26040,AT4G17870,AT3G11540,AT2G44950,AT4G36930,AT1G48270,AT1G27320/AT2G41430,AT1G72770,AT5G48870,AT1G22770,AT5G25350,AT1G15550,AT5G51810,AT5G51760,AT1G48630,AT1G10430,AT4G34390
AT1G75990	[16]	[13]	29	AT2G32460,AT2G43790,AT5G06100,AT5G52570,AT2G44950,AT4G11110,AT4G18620,AT2G36270,AT5G17490,AT3G62090,AT2G27300,AT5G46790,AT5G57390,AT5G67030,AT1G16540,AT5G05440/AT3G05120,AT1G72770,AT4G16250,AT5G40280,AT5G05700,AT1G13740,AT5G25350,AT1G15550,AT1G31930,AT2G26300,AT5G51760,AT1G10430,AT4G34390
AT1G76030	[13]	[13]	26	AT2G32460,AT5G37260,AT1G14920,AT3G24220,AT1G66350,AT2G01570,AT4G11110,AT2G36270,AT3G51770,AT3G04870,AT3G62090,AT5G45830,AT5G46790/AT2G41430,AT4G16250,AT5G05700,AT5G25350,AT5G48870,AT5G57050,AT1G18080,AT1G09570,AT1G54160,AT2G25490,AT5G25900,AT2G26300,AT1G10430
